Day,Dark_red,red,orange,yellow
1985-03-31,0.0008438131313131313,0.0035501262626262626,0.01218080808080808,0.12919962121212122
1985-04-07,0.0007608585858585858,0.0015602272727272728,0.006909469696969697,0.13232626262626263
1985-04-14,0.00014103535353535355,0.0005421717171717171,0.0030613636363636364,0.10319040404040404
1985-04-21,9.305555555555556e-05,5.833333333333333e-05,0.0022073232323232325,0.05542209595959596
1985-04-28,3.6363636363636364e-05,1.2626262626262626e-07,0.002821843434343434,0.052212626262626266
1985-05-05,0.0,0.0,0.0010762626262626263,0.026533964646464646
1985-05-12,0.0,1.6414141414141413e-06,0.0004505050505050505,0.03331856060606061
1985-05-19,0.0,0.0,0.0008453282828282828,0.036929671717171715
1985-05-26,0.0,0.0,0.0013367424242424243,0.04041111111111111
1985-06-02,0.0,0.0,0.00214760101010101,0.034632828282828286
1985-06-09,0.0,0.0,0.0007962121212121212,0.026074873737373737
1985-06-16,0.0,0.0,0.00023156565656565656,0.02691919191919192
1985-06-23,0.0,0.0,0.0006209595959595959,0.021261616161616162
1985-06-30,0.0,0.0,0.0019829545454545456,0.030212626262626264
1985-07-07,0.0,0.0,0.0003053030303030303,0.02918409090909091
1985-07-14,0.0,0.0,0.0009553030303030303,0.030058585858585857
1985-07-21,0.0,0.0,0.001863510101010101,0.04201666666666667
1985-07-28,0.0,0.0,0.006348358585858586,0.07041224747474747
1985-08-04,0.0,0.0,0.009157070707070707,0.07358762626262626
1985-08-11,9.090909090909091e-06,2.7651515151515152e-05,0.010998989898989899,0.07813636363636364
1985-08-18,8.585858585858585e-06,0.00019393939393939395,0.013863257575757576,0.08710340909090909
1985-08-25,7.613636363636363e-05,0.0005890151515151515,0.02402070707070707,0.08436957070707071
1985-09-01,0.00020075757575757576,0.0032585858585858587,0.02884558080808081,0.08440858585858586
1985-09-08,0.000861489898989899,0.006586363636363637,0.025954040404040403,0.09731452020202021
1985-09-15,0.0036232323232323234,0.0079385101010101,0.017924368686868686,0.09664861111111112
1985-09-22,0.00510959595959596,0.007337121212121212,0.010963005050505051,0.09365568181818182
1985-09-29,0.006314015151515151,0.007445833333333333,0.010170454545454545,0.06705454545454545
1985-10-06,0.0055625,0.005052904040404041,0.012974747474747474,0.07857007575757576
1985-10-13,0.004180681818181818,0.0031772727272727274,0.009440151515151516,0.0835354797979798
