Date,Temp
Jan-1985,28.066666666666666
Feb-1985,28.19666666666667
Mar-1985,28.19333333333333
Apr-1985,27.963333333333335
May-1985,27.793333333333333
Jun-1985,27.78
Jul-1985,27.92
Aug-1985,28.05666666666667
Sep-1985,27.95
Oct-1985,27.896666666666665
Nov-1985,27.87
Dec-1985,27.823333333333334
Jan-1986,27.959999999999997
Feb-1986,28.126666666666665
Mar-1986,28.040000000000003
Apr-1986,27.883333333333336
May-1986,27.77
Jun-1986,27.790000000000003
Jul-1986,27.896666666666665
Aug-1986,28.03333333333333
Sep-1986,27.983333333333334
Oct-1986,27.893333333333334
Nov-1986,27.80666666666666
Dec-1986,27.936666666666667
Jan-1987,28.01
Feb-1987,28.183333333333334
Mar-1987,27.96666666666667
Apr-1987,27.826666666666664
May-1987,27.706666666666667
Jun-1987,27.689999999999998
Jul-1987,27.80666666666667
Aug-1987,27.873333333333335
Sep-1987,27.846666666666664
Oct-1987,27.656666666666666
Nov-1987,27.75333333333333
Dec-1987,27.873333333333335
Jan-1988,28.036666666666665
Feb-1988,28.040000000000003
Mar-1988,27.95
Apr-1988,27.83
May-1988,27.703333333333333
Jun-1988,27.753333333333334
Jul-1988,27.85666666666667
Aug-1988,27.953333333333333
Sep-1988,27.929999999999996
Oct-1988,27.900000000000002
Nov-1988,27.833333333333332
Dec-1988,27.983333333333334
Jan-1989,28.046666666666667
Feb-1989,28.133333333333336
Mar-1989,28.176666666666666
Apr-1989,28.100000000000005
May-1989,27.919999999999998
Jun-1989,27.88
Jul-1989,27.97666666666667
Aug-1989,28.09
Sep-1989,28.133333333333336
Oct-1989,27.849999999999998
Nov-1989,28.02333333333333
Dec-1989,28.0
Jan-1990,28.233333333333334
Feb-1990,28.183333333333334
Mar-1990,28.213333333333335
Apr-1990,27.986666666666665
May-1990,27.820000000000004
Jun-1990,27.813333333333333
Jul-1990,27.956666666666667
Aug-1990,28.073333333333334
Sep-1990,27.933333333333334
Oct-1990,27.853333333333335
Nov-1990,27.796666666666667
Dec-1990,27.866666666666664
Jan-1991,27.960000000000004
Feb-1991,28.096666666666664
Mar-1991,28.123333333333335
Apr-1991,27.846666666666664
May-1991,27.58
Jun-1991,27.833333333333332
Jul-1991,28.03333333333333
Aug-1991,28.073333333333334
Sep-1991,27.963333333333335
Oct-1991,27.876666666666665
Nov-1991,27.963333333333335
Dec-1991,28.00666666666667
Jan-1992,28.100000000000005
Feb-1992,28.026666666666667
Mar-1992,28.063333333333333
Apr-1992,27.916666666666668
May-1992,27.69666666666667
Jun-1992,27.673333333333332
Jul-1992,27.819999999999997
Aug-1992,27.856666666666666
Sep-1992,27.753333333333334
Oct-1992,27.626666666666665
Nov-1992,27.713333333333335
Dec-1992,27.909999999999997
Jan-1993,28.12
Feb-1993,28.206666666666667
Mar-1993,28.05
Apr-1993,27.94666666666667
May-1993,27.76
Jun-1993,27.756666666666664
Jul-1993,27.716666666666665
Aug-1993,27.80666666666667
Sep-1993,27.790000000000003
Oct-1993,27.689999999999998
Nov-1993,27.8
Dec-1993,27.796666666666667
Jan-1994,27.96333333333334
Feb-1994,27.983333333333334
Mar-1994,28.046666666666667
Apr-1994,27.866666666666664
May-1994,27.743333333333336
Jun-1994,27.75
Jul-1994,27.810000000000002
Aug-1994,27.946666666666662
Sep-1994,27.860000000000003
Oct-1994,27.78
Nov-1994,27.80333333333333
Dec-1994,27.830000000000002
Jan-1995,27.993333333333336
Feb-1995,27.91
Mar-1995,27.923333333333336
Apr-1995,27.793333333333333
May-1995,27.786666666666665
Jun-1995,27.626666666666665
Jul-1995,27.929999999999996
Aug-1995,27.986666666666668
Sep-1995,28.003333333333334
Oct-1995,27.873333333333335
Nov-1995,27.793333333333333
Dec-1995,27.929999999999996
Jan-1996,27.923333333333336
Feb-1996,28.046666666666663
Mar-1996,28.046666666666667
Apr-1996,27.903333333333332
May-1996,27.810000000000002
Jun-1996,27.826666666666664
Jul-1996,27.826666666666668
Aug-1996,28.060000000000002
Sep-1996,27.930000000000003
Oct-1996,27.88
Nov-1996,27.913333333333338
Dec-1996,27.959999999999997
Jan-1997,28.046666666666667
Feb-1997,28.25
Mar-1997,28.186666666666667
Apr-1997,27.926666666666666
May-1997,27.873333333333335
Jun-1997,27.76666666666667
Jul-1997,27.893333333333334
Aug-1997,28.0
Sep-1997,28.02333333333333
Oct-1997,27.896666666666665
Nov-1997,27.993333333333336
Dec-1997,27.986666666666668
Jan-1998,28.13
Feb-1998,28.13
Mar-1998,27.87
Apr-1998,27.77
May-1998,27.78333333333333
Jun-1998,27.823333333333334
Jul-1998,27.953333333333333
Aug-1998,27.843333333333334
Sep-1998,27.766666666666666
Oct-1998,27.676666666666666
Nov-1998,27.863333333333333
Dec-1998,28.066666666666666
Jan-1999,28.156666666666666
Feb-1999,28.23
Mar-1999,28.14
Apr-1999,27.956666666666667
May-1999,27.790000000000003
Jun-1999,27.80333333333333
Jul-1999,27.913333333333338
Aug-1999,28.066666666666666
Sep-1999,27.98
Oct-1999,27.77333333333333
Nov-1999,27.84
Dec-1999,27.893333333333334
Jan-2000,28.069999999999997
Feb-2000,28.073333333333334
Mar-2000,28.043333333333337
Apr-2000,27.97
May-2000,27.766666666666666
Jun-2000,27.80333333333333
Jul-2000,28.013333333333335
Aug-2000,28.05666666666667
Sep-2000,28.023333333333337
Oct-2000,27.820000000000004
Nov-2000,27.816666666666666
Dec-2000,28.01
Jan-2001,28.09
Feb-2001,28.13666666666667
Mar-2001,28.060000000000002
Apr-2001,27.936666666666667
May-2001,27.753333333333334
